query,id,timestamp_utc,local_time,user_screen_name,text,possibly_sensitive,retweet_count,like_count,reply_count,lang,to_username,to_userid,to_tweetid,source_name,source_url,user_location,lat,lng,user_id,user_name,user_verified,user_description,user_url,user_image,user_tweets,user_followers,user_friends,user_likes,user_lists,user_created_at,user_timestamp_utc,collected_via,match_query,retweeted_id,retweeted_user,retweeted_user_id,retweeted_timestamp_utc,quoted_id,quoted_user,quoted_user_id,quoted_timestamp_utc,collection_time,url,place_country_code,place_name,place_type,place_coordinates,links,domains,media_urls,media_files,media_types,mentioned_names,mentioned_ids,hashtags,intervention_type,intervention_text,intervention_url
from:@etalab,1545425325668155394,1657293084,2022-07-08T15:11:24,Etalab,"Le trophée remis aux lauréats @sup_recherche est conçu avec @Ecole_ArtsDeco @EnsadLab
Il représente les valeurs de partage et de bien commun de la science ouverte #scienceouverte 🤩

bravo @recherchedatagv @ouvrirlascience @marindacos @AMDAC_MESR 

« ouvrirlascience: Le trophée remis aux lauréats est conçu avec l’École des Arts décoratifs @Ecole_ArtsDeco #Ensad Paris
Chaque branche du trophée est unique, la forme est générée par un logiciel #opensource avec la description du projet lauréat
Hugo Bijaoui-Alix Nadeau-Loris Sahli-Rose Vidal https://twitter.com/ouvrirlascience/status/1545336501277425666/photo/1 — https://twitter.com/ouvrirlascience/status/1545336501277425666 »",0,3,3,0,fr,Etalab,311880926,1545422671843889159,Twitter Web App,https://mobile.twitter.com,France,,,311880926,Etalab,1,"Service du Premier ministre @_DINUM qui met à disposition et utilise les données pour améliorer le service public 
@datagouvfr @ApiGouv @Codegouvfr @eigforever",http://www.etalab.gouv.fr,https://pbs.twimg.com/profile_images/1067688380111171584/2ZRwOuxE_normal.jpg,4955,33514,253,1900,1259,2011-06-06T06:47:23,1307342843,scraping,1,,,,,1545336501277425666,ouvrirlascience,3620615237,1657271907,2022-08-10T07:15:59.857884,https://twitter.com/Etalab/statuses/1545425325668155394,,,,,https://twitter.com/ouvrirlascience/status/1545336501277425666,twitter.com,https://pbs.twimg.com/media/FXIjOYIXoAEKQrC.jpg,1545336501277425666_FXIjOYIXoAEKQrC.jpg,photo,amdac_mesr|ecole_artsdeco|ensadlab|marindacos|ouvrirlascience|recherchedatagv|sup_recherche,1417053104529420288|310294423|2451234991|11661402|3620615237|1439927503448072203|912084145,ensad|opensource|scienceouverte,,,
from:@etalab,1545422671843889159,1657292452,2022-07-08T15:00:52,Etalab,"🏆 suivi de la remise par la Ministre @sretailleau des prix science ouverte données de la recherche : illustrations de réutilisations, de pratiques exemplaires de gestion et de diffusion, ou de projets de recherche s’appuyant sur de la réutilisation de donnée 
👏 @ouvrirlascience https://twitter.com/Etalab/status/1545422671843889159/photo/1",0,1,11,1,fr,Etalab,311880926,1545336891062587392,Twitter Web App,https://mobile.twitter.com,France,,,311880926,Etalab,1,"Service du Premier ministre @_DINUM qui met à disposition et utilise les données pour améliorer le service public 
@datagouvfr @ApiGouv @Codegouvfr @eigforever",http://www.etalab.gouv.fr,https://pbs.twimg.com/profile_images/1067688380111171584/2ZRwOuxE_normal.jpg,4955,33514,253,1900,1259,2011-06-06T06:47:23,1307342843,scraping,1,,,,,,,,,2022-08-10T07:15:59.858657,https://twitter.com/Etalab/statuses/1545422671843889159,,,,,,,https://pbs.twimg.com/media/FXJwmSWWAAINT3v.jpg|https://pbs.twimg.com/media/FXJwmSXWYAEFlkC.jpg,1545422671843889159_FXJwmSWWAAINT3v.jpg|1545422671843889159_FXJwmSXWYAEFlkC.jpg,photo|photo,ouvrirlascience|sretailleau,3620615237|1528485550868553729,,,,
from:@etalab,1545336891062587392,1657272000,2022-07-08T09:20:00,Etalab,"🚀 Le lancement de @recherchedatagv, réussi en qq mois grâce a la collaboration de nbx acteurs, est une étape majeure dans la mise en œuvre dl politique d’ouverture des données, algorithmes et codes sources, dont l’ambition a été renouvelée par le Premier ministre en avril 2021 https://twitter.com/Etalab/status/1545336891062587392/photo/1",0,15,31,2,fr,,,,Twitter for iPhone,http://twitter.com/download/iphone,France,,,311880926,Etalab,1,"Service du Premier ministre @_DINUM qui met à disposition et utilise les données pour améliorer le service public 
@datagouvfr @ApiGouv @Codegouvfr @eigforever",http://www.etalab.gouv.fr,https://pbs.twimg.com/profile_images/1067688380111171584/2ZRwOuxE_normal.jpg,4955,33514,253,1900,1259,2011-06-06T06:47:23,1307342843,scraping,1,,,,,1545318913893965825,recherchedatagv,1439927503448072203,1657267714,2022-08-10T07:15:59.859940,https://twitter.com/Etalab/statuses/1545336891062587392,,,,,https://www.videliostreaming.com/Paris1/MES/2022-07-08_3/,videliostreaming.com,https://pbs.twimg.com/media/FXIjskEXoAEFuXe.jpg|https://pbs.twimg.com/media/FXIjslCWQAMCvA5.jpg|https://pbs.twimg.com/media/FXIOtTCWIAAW-qA.png,1545318913893965825_FXIjskEXoAEFuXe.jpg|1545318913893965825_FXIjslCWQAMCvA5.jpg|1545318913893965825_FXIOtTCWIAAW-qA.png,photo|photo|photo,recherchedatagv|sretailleau|sup_recherche,1439927503448072203|1528485550868553729|912084145,recherchedatagouv|scienceouverte,,,
from:@etalab,1544703780180135936,1657121055,2022-07-06T15:24:15,Etalab,"L'Accélérateur d’Initiatives Citoyennes décolle ! 🙌

#ServicePublicAugmenté",,3,9,1,fr,,,,Twitter Web App,https://mobile.twitter.com,France,,,311880926,Etalab,1,"Service du Premier ministre @_DINUM qui met à disposition et utilise les données pour améliorer le service public 
@datagouvfr @ApiGouv @Codegouvfr @eigforever",http://www.etalab.gouv.fr,https://pbs.twimg.com/profile_images/1067688380111171584/2ZRwOuxE_normal.jpg,4955,33514,253,1900,1259,2011-06-06T06:47:23,1307342843,scraping,1,,,,,1544692147475169280,_DINUM,4910809053,1657118281,2022-08-10T07:15:59.861023,https://twitter.com/Etalab/statuses/1544703780180135936,,,,,,,https://pbs.twimg.com/media/FW_YCt8XgAMj3J8.jpg|https://pbs.twimg.com/media/FW_YCsLXwAEPQLC.jpg|https://pbs.twimg.com/media/FW_ZE_RWYAIx2R8.jpg,1544692147475169280_FW_YCt8XgAMj3J8.jpg|1544692147475169280_FW_YCsLXwAEPQLC.jpg|1544692147475169280_FW_ZE_RWYAIx2R8.jpg,photo|photo|photo,_dinum|_ditp,4910809053|159161738,servicepublicaugmenté,,,
from:@etalab,1539964013454319616,1655991006,2022-06-23T13:30:06,Etalab,"Les Entrepreneurs d’intérêt général seront en live-tweet jeudi prochain !

Rendez-vous sur #RencontreEIG pour découvrir les défis d'innovation publique et de transformation numérique relevés par la 5ème promotion du programme🙌",,1,5,0,fr,,,,Twitter Web App,https://mobile.twitter.com,France,,,311880926,Etalab,1,"Service du Premier ministre @_DINUM qui met à disposition et utilise les données pour améliorer le service public 
@datagouvfr @ApiGouv @Codegouvfr @eigforever",http://www.etalab.gouv.fr,https://pbs.twimg.com/profile_images/1067688380111171584/2ZRwOuxE_normal.jpg,4955,33514,253,1900,1259,2011-06-06T06:47:23,1307342843,scraping,1,,,,,1539959126436057089,eigforever,959462629407379456,1655989841,2022-08-10T07:15:59.861787,https://twitter.com/Etalab/statuses/1539964013454319616,,,,,,,https://pbs.twimg.com/media/FV8IqSrWYAAlf_9.jpg,1539959126436057089_FV8IqSrWYAAlf_9.jpg,photo,,,rencontreeig,,,
from:@etalab,1536622712940027906,1655194378,2022-06-14T08:12:58,Etalab,"Le Lab IA lance le programme 10%, un programme de collaboration interministérielle pour travailler entre experts de la donnée sur des projets d'intérêt commun. Les 25 participants se réunissent pour 2 jours pour travailler sur les 6 projets identifiés : https://10pourcent.etalab.studio/projets/ https://twitter.com/Etalab/status/1536622712940027906/photo/1",0,16,41,0,fr,,,,Twitter Web App,https://mobile.twitter.com,France,,,311880926,Etalab,1,"Service du Premier ministre @_DINUM qui met à disposition et utilise les données pour améliorer le service public 
@datagouvfr @ApiGouv @Codegouvfr @eigforever",http://www.etalab.gouv.fr,https://pbs.twimg.com/profile_images/1067688380111171584/2ZRwOuxE_normal.jpg,4955,33514,253,1900,1259,2011-06-06T06:47:23,1307342843,scraping,1,,,,,,,,,2022-08-10T07:15:59.862274,https://twitter.com/Etalab/statuses/1536622712940027906,,,,,https://10pourcent.etalab.studio/projets/,10pourcent.etalab.studio,https://pbs.twimg.com/media/FVMtpvzXsAAVKgK.jpg,1536622712940027906_FVMtpvzXsAAVKgK.jpg,photo,,,,,,
from:@etalab,1532324100265455617,1654169509,2022-06-02T11:31:49,Etalab,"Ce matin, Etalab présentait ses missions de « chief data officer » de l’État au nouveau ministre @StanGuerini

L’occasion de montrer des réalisations concrètes… et de faire une photo de famille cc @datagouvfr @APIGouv @codegouvfr @eigforever lab IA et AIC https://twitter.com/Etalab/status/1532324100265455617/photo/1",0,12,52,2,fr,,,,Twitter Web App,https://mobile.twitter.com,France,,,311880926,Etalab,1,"Service du Premier ministre @_DINUM qui met à disposition et utilise les données pour améliorer le service public 
@datagouvfr @ApiGouv @Codegouvfr @eigforever",http://www.etalab.gouv.fr,https://pbs.twimg.com/profile_images/1067688380111171584/2ZRwOuxE_normal.jpg,4955,33514,253,1900,1259,2011-06-06T06:47:23,1307342843,scraping,1,,,,,,,,,2022-08-10T07:15:59.863101,https://twitter.com/Etalab/statuses/1532324100265455617,,,,,,,https://pbs.twimg.com/media/FUPlApcXEAEq2UH.jpg|https://pbs.twimg.com/media/FUPlHjAWQAI2h3r.jpg|https://pbs.twimg.com/media/FUPlQArXwAA9RBm.jpg|https://pbs.twimg.com/media/FUPlkLnWIAEt-Wp.jpg,1532324100265455617_FUPlApcXEAEq2UH.jpg|1532324100265455617_FUPlHjAWQAI2h3r.jpg|1532324100265455617_FUPlQArXwAA9RBm.jpg|1532324100265455617_FUPlkLnWIAEt-Wp.jpg,photo|photo|photo|photo,apigouv|codegouvfr|datagouvfr|eigforever|stanguerini,727458983854886913|1417500670781964292|268227446|959462629407379456|1911591212,,,,
from:@etalab,1529066777681985537,1653392903,2022-05-24T11:48:23,Etalab,"[#recrutement] Vous êtes persuadés que la donnée est un vecteur clé de transformation de l’action publique, de transparence et d’innovation ? 

Rejoignez notre équipe pour donner une nouvelle ambition à la politique de la donnée. 🚀

https://etalab.gouv.fr/une-chargee-de-mission-gouvernance-des-donnees/ https://twitter.com/Etalab/status/1529066777681985537/photo/1",0,37,33,1,fr,,,,TweetDeck,https://about.twitter.com/products/tweetdeck,France,,,311880926,Etalab,1,"Service du Premier ministre @_DINUM qui met à disposition et utilise les données pour améliorer le service public 
@datagouvfr @ApiGouv @Codegouvfr @eigforever",http://www.etalab.gouv.fr,https://pbs.twimg.com/profile_images/1067688380111171584/2ZRwOuxE_normal.jpg,4955,33514,253,1900,1259,2011-06-06T06:47:23,1307342843,scraping,1,,,,,,,,,2022-08-10T07:15:59.863608,https://twitter.com/Etalab/statuses/1529066777681985537,,,,,https://etalab.gouv.fr/une-chargee-de-mission-gouvernance-des-donnees/,etalab.gouv.fr,https://pbs.twimg.com/media/FThVxXBWQAEVm_1.jpg,1529066777681985537_FThVxXBWQAEVm_1.jpg,photo,,,recrutement,,,
from:@etalab,1526130393069625344,1652692814,2022-05-16T09:20:14,Etalab,Le #programme10pourcent est une recommandation du rapport sur l'évaluation des besoins de l'État en compétences et expertises en matière de données (https://www.numerique.gouv.fr/uploads/RAPPORT-besoins-competences-donnee.pdf#page=50),0,3,8,0,fr,Etalab,311880926,1526129582520545281,Twitter Web App,https://mobile.twitter.com,France,,,311880926,Etalab,1,"Service du Premier ministre @_DINUM qui met à disposition et utilise les données pour améliorer le service public 
@datagouvfr @ApiGouv @Codegouvfr @eigforever",http://www.etalab.gouv.fr,https://pbs.twimg.com/profile_images/1067688380111171584/2ZRwOuxE_normal.jpg,4955,33514,253,1900,1259,2011-06-06T06:47:23,1307342843,scraping,1,,,,,,,,,2022-08-10T07:15:59.863940,https://twitter.com/Etalab/statuses/1526130393069625344,,,,,https://www.numerique.gouv.fr/uploads/RAPPORT-besoins-competences-donnee.pdf#page=50,numerique.gouv.fr,,,,,,programme10pourcent,,,
from:@etalab,1526129582520545281,1652692621,2022-05-16T09:17:01,Etalab,"Travailler entre ministères sur des projets d'intérêt commun en data sciences, c'est l'objectif du #programme10pourcent. Premier atelier aujourd'hui avec des data scientists de différents ministères pour identifier des projets. https://twitter.com/Etalab/status/1526129582520545281/photo/1",0,13,49,4,fr,,,,Twitter Web App,https://mobile.twitter.com,France,,,311880926,Etalab,1,"Service du Premier ministre @_DINUM qui met à disposition et utilise les données pour améliorer le service public 
@datagouvfr @ApiGouv @Codegouvfr @eigforever",http://www.etalab.gouv.fr,https://pbs.twimg.com/profile_images/1067688380111171584/2ZRwOuxE_normal.jpg,4955,33514,253,1900,1259,2011-06-06T06:47:23,1307342843,scraping,1,,,,,,,,,2022-08-10T07:15:59.864340,https://twitter.com/Etalab/statuses/1526129582520545281,,,,,,,https://pbs.twimg.com/media/FS3l2bRWQAY6xRg.jpg,1526129582520545281_FS3l2bRWQAY6xRg.jpg,photo,,,programme10pourcent,,,
