query,id,timestamp_utc,local_time,user_screen_name,text,possibly_sensitive,retweet_count,like_count,reply_count,lang,to_username,to_userid,to_tweetid,source_name,source_url,user_location,lat,lng,user_id,user_name,user_verified,user_description,user_url,user_image,user_tweets,user_followers,user_friends,user_likes,user_lists,user_created_at,user_timestamp_utc,collected_via,match_query,retweeted_id,retweeted_user,retweeted_user_id,retweeted_timestamp_utc,quoted_id,quoted_user,quoted_user_id,quoted_timestamp_utc,collection_time,url,place_country_code,place_name,place_type,place_coordinates,links,domains,media_urls,media_files,media_types,mentioned_names,mentioned_ids,hashtags,intervention_type,intervention_text,intervention_url
from:@datagouvfr,1495794236658225155,1645460111,2022-02-21T16:15:11,datagouvfr,"La vectorisation se poursuit. Il ne reste plus désormais que 199 communes à vectoriser. 

Pour récupérer les contours communaux des communes restantes : https://gist.github.com/ThomasG77/9dec6e17e2afdf246f4f5f76c2fc606b https://twitter.com/datagouvfr/status/1495794236658225155/photo/1",0,5,21,1,fr,datagouvfr,268227446,1495794228366086147,Twitter Web App,https://mobile.twitter.com,France,,,268227446,data.gouv.fr,1,La plateforme ouverte des données publiques françaises. Le meilleur endroit pour trouver ou publier des données d’intérêt public. Opérée et animée par @etalab,https://www.data.gouv.fr,https://pbs.twimg.com/profile_images/1412704404717944834/LvsNuXe1_normal.jpg,2006,32959,122,1025,860,2011-03-18T11:08:11,1300446491,scraping,1,,,,,,,,,2022-03-24T07:15:34.255679,https://twitter.com/datagouvfr/statuses/1495794236658225155,,,,,https://gist.github.com/ThomasG77/9dec6e17e2afdf246f4f5f76c2fc606b,gist.github.com,https://pbs.twimg.com/media/FMIgUbeXwAAa0JQ.jpg,1495794236658225155_FMIgUbeXwAAa0JQ.jpg,photo,,,,,,
from:@datagouvfr,1495794228366086147,1645460109,2022-02-21T16:15:09,datagouvfr,"Le plan cadastral en vigueur en janvier 2022 est désormais disponible. 🚀

🔹Fichiers #DXF et #EDIGEO de la @dgfip_officiel
🔹Fichiers @GeoJSON et @shapefiIe
🔹Tuiles vectorielles #MBTiles 

#cadastre #spd #OpenData https://twitter.com/datagouvfr/status/1495794228366086147/photo/1",0,54,146,3,fr,,,,Twitter Web App,https://mobile.twitter.com,France,,,268227446,data.gouv.fr,1,La plateforme ouverte des données publiques françaises. Le meilleur endroit pour trouver ou publier des données d’intérêt public. Opérée et animée par @etalab,https://www.data.gouv.fr,https://pbs.twimg.com/profile_images/1412704404717944834/LvsNuXe1_normal.jpg,2006,32959,122,1025,860,2011-03-18T11:08:11,1300446491,scraping,1,,,,,,,,,2022-03-24T07:15:34.256193,https://twitter.com/datagouvfr/statuses/1495794228366086147,,,,,,,https://pbs.twimg.com/media/FMIf7SJXEAQjxpt.jpg,1495794228366086147_FMIf7SJXEAQjxpt.jpg,photo,dgfip_officiel|geojson|shapefiie,962532618|100310288|743842867815256065,cadastre|dxf|edigeo|mbtiles|opendata|spd,,,
from:@datagouvfr,1488825783183462400,1643798702,2022-02-02T10:45:02,datagouvfr,"🗳️ Les #Parrainages des candidats à l' #Elections2022   validés par le @Conseil_constit ont été publiés hier sur http://data.gouv.fr. 
Deux réutilisations y sont déjà associées (@Fig_Data, @DavidLibeau )
https://www.data.gouv.fr/fr/datasets/parrainages-des-candidats-a-lelection-presidentielle-francaise-de-2022/",0,5,19,0,fr,,,,Twitter Web App,https://mobile.twitter.com,France,,,268227446,data.gouv.fr,1,La plateforme ouverte des données publiques françaises. Le meilleur endroit pour trouver ou publier des données d’intérêt public. Opérée et animée par @etalab,https://www.data.gouv.fr,https://pbs.twimg.com/profile_images/1412704404717944834/LvsNuXe1_normal.jpg,2006,32959,122,1025,860,2011-03-18T11:08:11,1300446491,scraping,1,,,,,,,,,2022-03-24T07:15:34.256576,https://twitter.com/datagouvfr/statuses/1488825783183462400,,,,,http://data.gouv.fr|https://www.data.gouv.fr/fr/datasets/parrainages-des-candidats-a-lelection-presidentielle-francaise-de-2022/,data.gouv.fr|data.gouv.fr,,,,conseil_constit|davidlibeau|fig_data,260280517|1137800894|958023373308776448,elections2022|parrainages,,,
from:@datagouvfr,1488457633946345474,1643710928,2022-02-01T10:22:08,datagouvfr,"De très nombreux jeux de données et réutilisations, une refonte graphique ou encore de nouveaux outils pour améliorer la qualité des données #OpenData : retrouvez les épisodes marquants de cette année 2021 dans le bilan http://data.gouv.fr 2021.
➡️ https://www.data.gouv.fr/fr/posts/retour-sur-les-activites-de-data-gouv-fr-en-2021/ https://twitter.com/datagouvfr/status/1488457633946345474/photo/1",0,31,62,0,fr,,,,Twitter Web App,https://mobile.twitter.com,France,,,268227446,data.gouv.fr,1,La plateforme ouverte des données publiques françaises. Le meilleur endroit pour trouver ou publier des données d’intérêt public. Opérée et animée par @etalab,https://www.data.gouv.fr,https://pbs.twimg.com/profile_images/1412704404717944834/LvsNuXe1_normal.jpg,2006,32959,122,1025,860,2011-03-18T11:08:11,1300446491,scraping,1,,,,,,,,,2022-03-24T07:15:34.257115,https://twitter.com/datagouvfr/statuses/1488457633946345474,,,,,http://data.gouv.fr|https://www.data.gouv.fr/fr/posts/retour-sur-les-activites-de-data-gouv-fr-en-2021/,data.gouv.fr|data.gouv.fr,https://pbs.twimg.com/media/FKgP2kcWQAAuBAs.jpg,1488457633946345474_FKgP2kcWQAAuBAs.jpg,photo,,,opendata,,,
from:@datagouvfr,1476561472356593671,1640874662,2021-12-30T14:31:02,datagouvfr,"⌨️🚴🏻‍♀️ Un #schema pour l’ouverture des données de comptage des mobilités, par @transportdatafr @VeloTerritoires et @Ecocompteur https://schema.data.gouv.fr/etalab/schema-comptage-mobilites-channel/",0,3,10,0,fr,datagouvfr,268227446,1476561469483458568,Twitter Web App,https://mobile.twitter.com,France,,,268227446,data.gouv.fr,1,La plateforme ouverte des données publiques françaises. Le meilleur endroit pour trouver ou publier des données d’intérêt public. Opérée et animée par @etalab,https://www.data.gouv.fr,https://pbs.twimg.com/profile_images/1412704404717944834/LvsNuXe1_normal.jpg,2006,32959,122,1025,860,2011-03-18T11:08:11,1300446491,scraping,1,,,,,,,,,2022-03-24T07:15:34.257455,https://twitter.com/datagouvfr/statuses/1476561472356593671,,,,,https://schema.data.gouv.fr/etalab/schema-comptage-mobilites-channel/,schema.data.gouv.fr,,,,ecocompteur|transportdatafr|veloterritoires,258956689|1069643540366573569|403326278,schema,,,
from:@datagouvfr,1476561469483458568,1640874662,2021-12-30T14:31:02,datagouvfr,🚮 L'application Que Faire de Mes Déchets par @ademe https://www.data.gouv.fr/fr/reuses/que-faire-de-mes-dechets/,0,0,2,1,fr,datagouvfr,268227446,1476561467126206464,Twitter Web App,https://mobile.twitter.com,France,,,268227446,data.gouv.fr,1,La plateforme ouverte des données publiques françaises. Le meilleur endroit pour trouver ou publier des données d’intérêt public. Opérée et animée par @etalab,https://www.data.gouv.fr,https://pbs.twimg.com/profile_images/1412704404717944834/LvsNuXe1_normal.jpg,2006,32959,122,1025,860,2011-03-18T11:08:11,1300446491,scraping,1,,,,,,,,,2022-03-24T07:15:34.257774,https://twitter.com/datagouvfr/statuses/1476561469483458568,,,,,https://www.data.gouv.fr/fr/reuses/que-faire-de-mes-dechets/,data.gouv.fr,,,,ademe,18173885,,,,
from:@datagouvfr,1476561467126206464,1640874661,2021-12-30T14:31:01,datagouvfr,⚡️ Les centrales de production #nucléaire et thermique à flamme de @EDFofficiel https://www.data.gouv.fr/fr/datasets/centrales-de-production-nucleaire-et-thermique-a-flamme-de-edf-sa/,0,0,1,1,fr,datagouvfr,268227446,1476561464144056320,Twitter Web App,https://mobile.twitter.com,France,,,268227446,data.gouv.fr,1,La plateforme ouverte des données publiques françaises. Le meilleur endroit pour trouver ou publier des données d’intérêt public. Opérée et animée par @etalab,https://www.data.gouv.fr,https://pbs.twimg.com/profile_images/1412704404717944834/LvsNuXe1_normal.jpg,2006,32959,122,1025,860,2011-03-18T11:08:11,1300446491,scraping,1,,,,,,,,,2022-03-24T07:15:34.258077,https://twitter.com/datagouvfr/statuses/1476561467126206464,,,,,https://www.data.gouv.fr/fr/datasets/centrales-de-production-nucleaire-et-thermique-a-flamme-de-edf-sa/,data.gouv.fr,,,,edfofficiel,268267143,nucléaire,,,
from:@datagouvfr,1476561464144056320,1640874660,2021-12-30T14:31:00,datagouvfr,"🛣 Les indicateurs de trafic journaliers, en situation de #COVID19, par le @CeremaCom https://www.data.gouv.fr/fr/datasets/indicateurs-de-trafic-journaliers-france-et-regions-en-situation-de-covid-19/",0,0,0,1,fr,datagouvfr,268227446,1475824782621003777,Twitter Web App,https://mobile.twitter.com,France,,,268227446,data.gouv.fr,1,La plateforme ouverte des données publiques françaises. Le meilleur endroit pour trouver ou publier des données d’intérêt public. Opérée et animée par @etalab,https://www.data.gouv.fr,https://pbs.twimg.com/profile_images/1412704404717944834/LvsNuXe1_normal.jpg,2006,32959,122,1025,860,2011-03-18T11:08:11,1300446491,scraping,1,,,,,,,,,2022-03-24T07:15:34.258376,https://twitter.com/datagouvfr/statuses/1476561464144056320,,,,,https://www.data.gouv.fr/fr/datasets/indicateurs-de-trafic-journaliers-france-et-regions-en-situation-de-covid-19/,data.gouv.fr,,,,ceremacom,738735143192514561,covid19,,,
from:@datagouvfr,1475824782621003777,1640699022,2021-12-28T13:43:42,datagouvfr,"🏘 Les #logements et logements sociaux dans les départements, par @caissedesdepots https://www.data.gouv.fr/fr/datasets/logements-et-logements-sociaux-dans-les-departements-1/",0,0,0,1,fr,datagouvfr,268227446,1475501811746357263,Twitter Web App,https://mobile.twitter.com,France,,,268227446,data.gouv.fr,1,La plateforme ouverte des données publiques françaises. Le meilleur endroit pour trouver ou publier des données d’intérêt public. Opérée et animée par @etalab,https://www.data.gouv.fr,https://pbs.twimg.com/profile_images/1412704404717944834/LvsNuXe1_normal.jpg,2006,32959,122,1025,860,2011-03-18T11:08:11,1300446491,scraping,1,,,,,,,,,2022-03-24T07:15:34.258674,https://twitter.com/datagouvfr/statuses/1475824782621003777,,,,,https://www.data.gouv.fr/fr/datasets/logements-et-logements-sociaux-dans-les-departements-1/,data.gouv.fr,,,,caissedesdepots,979277656616259584,logements,,,
from:@datagouvfr,1475501811746357263,1640622020,2021-12-27T16:20:20,datagouvfr,"💶 Les données du projet de loi de finances pour 2022 #PLF2022, par @Economie_Gouv  https://www.data.gouv.fr/fr/datasets/projet-de-loi-de-finances-pour-2022-plf-2022-donnees-du-plf-et-des-annexes-projet-annuel-de-performance-pap/",0,0,5,1,fr,datagouvfr,268227446,1475474595159420929,Twitter Web App,https://mobile.twitter.com,France,,,268227446,data.gouv.fr,1,La plateforme ouverte des données publiques françaises. Le meilleur endroit pour trouver ou publier des données d’intérêt public. Opérée et animée par @etalab,https://www.data.gouv.fr,https://pbs.twimg.com/profile_images/1412704404717944834/LvsNuXe1_normal.jpg,2006,32959,122,1025,860,2011-03-18T11:08:11,1300446491,scraping,1,,,,,,,,,2022-03-24T07:15:34.258977,https://twitter.com/datagouvfr/statuses/1475501811746357263,,,,,https://www.data.gouv.fr/fr/datasets/projet-de-loi-de-finances-pour-2022-plf-2022-donnees-du-plf-et-des-annexes-projet-annuel-de-performance-pap/,data.gouv.fr,,,,economie_gouv,93644596,plf2022,,,
from:@datagouvfr,1475474595159420929,1640615531,2021-12-27T14:32:11,datagouvfr,"🌾 Les données de certification #bio à l'échelle de la commune, publié par l'Agence Bio @Agri_Gouv https://www.data.gouv.fr/fr/datasets/index-egalite-professionnelle-f-h-des-entreprises-de-plus-de-250-salaries/",0,0,3,2,fr,datagouvfr,268227446,1473979175442788352,Twitter Web App,https://mobile.twitter.com,France,,,268227446,data.gouv.fr,1,La plateforme ouverte des données publiques françaises. Le meilleur endroit pour trouver ou publier des données d’intérêt public. Opérée et animée par @etalab,https://www.data.gouv.fr,https://pbs.twimg.com/profile_images/1412704404717944834/LvsNuXe1_normal.jpg,2006,32959,122,1025,860,2011-03-18T11:08:11,1300446491,scraping,1,,,,,,,,,2022-03-24T07:15:34.259272,https://twitter.com/datagouvfr/statuses/1475474595159420929,,,,,https://www.data.gouv.fr/fr/datasets/index-egalite-professionnelle-f-h-des-entreprises-de-plus-de-250-salaries/,data.gouv.fr,,,,agri_gouv,266200356,bio,,,
from:@datagouvfr,1473979175442788352,1640258995,2021-12-23T11:29:55,datagouvfr,"📊 L'index égalité professionnelle des entreprises de plus de 250 salariés #egapro, publié par @Travail_Gouv  https://www.data.gouv.fr/fr/datasets/index-egalite-professionnelle-f-h-des-entreprises-de-plus-de-250-salaries/",0,1,3,1,fr,datagouvfr,268227446,1473660121981063168,Twitter Web App,https://mobile.twitter.com,France,,,268227446,data.gouv.fr,1,La plateforme ouverte des données publiques françaises. Le meilleur endroit pour trouver ou publier des données d’intérêt public. Opérée et animée par @etalab,https://www.data.gouv.fr,https://pbs.twimg.com/profile_images/1412704404717944834/LvsNuXe1_normal.jpg,2006,32959,122,1025,860,2011-03-18T11:08:11,1300446491,scraping,1,,,,,,,,,2022-03-24T07:15:34.259570,https://twitter.com/datagouvfr/statuses/1473979175442788352,,,,,https://www.data.gouv.fr/fr/datasets/index-egalite-professionnelle-f-h-des-entreprises-de-plus-de-250-salaries/,data.gouv.fr,,,,travail_gouv,43098525,egapro,,,
